HourOfCall,IncidentGroup,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£)
2,Fire,1,1,3,3,1038
8,False Alarm,3,3,3,3,1038
21,Fire,3,4,4,7,2422
11,Special Service,1,1,1,3,1038
16,Special Service,2,2,4,3,1038
0,Fire,2,3,3,3,1038
5,Fire,2,3,3,3,1038
22,Special Service,1,2,2,4,1384
20,Fire,1,2,2,5,1730
11,Fire,1,2,5,10,3460
12,Fire,1,2,2,3,1038
17,Special Service,2,2,2,3,1038
11,Fire,2,2,2,7,2422
20,Special Service,1,1,1,3,1038
14,Fire,3,3,9,27,9342
1,Special Service,1,2,2,4,1384
1,Fire,1,1,5,9,3114
7,False Alarm,1,1,1,3,1038
5,Special Service,1,1,1,3,1038
4,Fire,3,3,4,8,2768
10,False Alarm,5,5,5,3,1038
17,Special Service,NULL,NULL,1,6,2076
19,Special Service,1,1,1,3,1038
9,Special Service,1,1,1,3,1038
20,Fire,2,2,2,3,1038
3,False Alarm,2,2,2,3,1038
16,Special Service,1,1,1,4,1384
9,Special Service,1,1,2,3,1038
13,Special Service,1,1,1,3,1038
4,Special Service,1,2,2,5,1730
11,Fire,2,2,4,5,1730
16,Special Service,2,2,2,3,1038
9,Special Service,1,2,2,3,1038
10,Fire,2,3,4,4,1384
18,Fire,2,2,5,9,3114
2,False Alarm,1,1,1,3,1038
19,Special Service,1,1,2,4,1384
21,False Alarm,4,5,5,3,1038
16,Fire,2,2,2,3,1038
21,Special Service,2,2,2,3,1038
19,Fire,3,5,5,4,1384
11,Fire,5,5,9,14,4844
11,Special Service,2,2,2,4,1384
14,Fire,1,2,4,7,2422
17,False Alarm,2,3,3,3,1038
11,Special Service,3,3,3,4,1384
20,Fire,4,5,5,4,1384
23,Fire,1,2,2,7,2422
15,Fire,2,2,2,3,1038
7,Special Service,2,2,2,4,1384
19,Special Service,1,1,1,3,1038
20,False Alarm,4,5,5,4,1384
10,Special Service,1,2,2,4,1384
8,False Alarm,2,3,3,3,1038
14,Fire,2,2,8,26,8996
19,Fire,4,5,9,16,5536
7,Fire,2,2,2,3,1038
16,Special Service,2,2,2,3,1038
17,False Alarm,1,2,2,3,1038
9,False Alarm,3,3,3,3,1038
6,Special Service,1,1,1,3,1038
12,Special Service,1,1,2,6,2076
22,Special Service,1,1,2,8,2768
18,Fire,2,2,2,3,1038
23,Fire,1,1,1,3,1038
14,Special Service,2,2,2,3,1038
20,Special Service,2,2,2,3,1038
1,Special Service,2,2,2,3,1038
11,Fire,1,2,6,15,5190
11,Fire,1,1,2,7,2422
11,Fire,2,2,2,3,1038
11,Special Service,1,1,1,3,1038
7,Special Service,1,1,1,3,1038
2,Fire,5,5,6,7,2422
10,Special Service,1,1,3,9,3114
5,Special Service,1,1,1,4,1384
1,Fire,1,2,2,5,1730
8,Fire,2,2,2,3,1038
17,Fire,2,2,3,6,2076
22,False Alarm,2,4,4,3,1038
8,Fire,4,5,6,9,3114
7,Special Service,1,1,1,4,1384
10,Special Service,3,3,3,3,1038
8,Special Service,5,7,7,4,1384
11,False Alarm,4,5,5,3,1038
16,Special Service,1,1,4,17,5882
10,Special Service,1,1,1,3,1038
18,False Alarm,5,5,5,4,1384
18,Special Service,2,2,2,3,1038
12,Fire,2,2,2,3,1038
20,Special Service,1,1,2,4,1384
19,Special Service,2,2,2,6,2076
10,Special Service,1,1,3,9,3114
3,Special Service,1,1,2,3,1038
11,Special Service,1,1,1,4,1384
1,Special Service,1,1,1,3,1038
5,Special Service,1,1,11,49,16954
21,Special Service,1,1,1,3,1038
21,Fire,1,1,4,7,2422
22,Special Service,1,2,2,3,1038
21,Special Service,1,2,2,4,1384
11,Fire,1,2,3,7,2422
11,Special Service,1,1,1,3,1038
2,Fire,2,2,4,5,1730
3,Special Service,1,1,1,4,1384
17,False Alarm,4,5,5,3,1038
13,Special Service,1,1,1,5,1730
15,Fire,4,5,5,3,1038
15,Special Service,1,2,2,3,1038
13,Fire,3,4,4,3,1038
13,Special Service,1,1,2,4,1384
14,Special Service,1,1,1,4,1384
0,False Alarm,3,3,3,3,1038
2,Fire,2,2,2,3,1038
9,False Alarm,4,5,5,3,1038
19,Fire,2,2,2,3,1038
23,False Alarm,5,5,5,4,1384
22,Fire,1,1,2,3,1038
13,Special Service,1,1,3,8,2768
13,Special Service,1,1,4,17,5882
13,Special Service,1,1,7,20,6920
10,Fire,2,2,5,14,4844
0,Fire,1,2,3,4,1384
12,Fire,2,2,7,25,8650
20,Fire,1,2,2,4,1384
9,Fire,2,3,3,3,1038
18,Special Service,1,1,1,3,1038
16,Special Service,2,2,2,3,1038
15,Fire,1,2,2,6,2076
20,False Alarm,3,5,5,3,1038
21,Special Service,2,3,3,6,2076
15,False Alarm,4,5,5,3,1038
13,Fire,2,3,3,3,1038
13,False Alarm,4,5,5,3,1038
10,Fire,2,2,2,5,1730
9,Special Service,1,1,1,3,1038
6,Fire,1,2,10,27,9342
13,Fire,2,2,2,3,1038
8,Fire,1,1,4,13,4498
22,Special Service,1,1,2,5,1730
11,Special Service,2,2,2,3,1038
2,Fire,1,2,30,122,42212
5,Fire,2,2,2,5,1730
12,Fire,3,4,4,4,1384
9,Fire,2,2,2,4,1384
2,Fire,2,2,2,5,1730
11,Fire,2,2,4,7,2422
20,False Alarm,3,5,5,3,1038
16,Special Service,1,2,2,4,1384
21,Special Service,1,2,2,3,1038
19,Fire,1,1,1,3,1038
12,False Alarm,2,3,3,3,1038
14,Fire,2,2,5,14,4844
22,Special Service,1,1,1,3,1038
1,Fire,2,2,11,29,10034
11,Special Service,1,1,1,3,1038
15,Fire,1,2,2,3,1038
17,False Alarm,1,2,2,4,1384
16,Fire,2,2,5,14,4844
6,Fire,2,3,3,3,1038
21,Fire,3,4,4,4,1384
11,Fire,2,2,2,3,1038
10,Special Service,1,1,1,3,1038
19,Special Service,2,3,3,4,1384
22,False Alarm,1,2,8,7,2422
11,Fire,2,2,2,3,1038
2,Fire,2,3,6,11,3806
13,Special Service,1,1,1,3,1038
19,Fire,1,2,2,3,1038
17,Fire,2,4,6,17,5882
15,Fire,1,2,2,3,1038
17,Special Service,1,2,2,4,1384
22,Fire,2,2,2,5,1730
2,False Alarm,1,2,2,3,1038
0,Fire,1,2,2,3,1038
19,Fire,1,2,2,3,1038
13,False Alarm,4,5,6,3,1038
18,Fire,2,2,2,3,1038
9,Fire,2,3,3,5,1730
7,Fire,3,3,6,20,6920
17,Fire,3,5,5,4,1384
9,Fire,1,2,2,4,1384
9,Fire,2,3,3,3,1038
12,Special Service,2,2,2,6,2076
14,Special Service,1,1,1,3,1038
0,Fire,1,2,2,5,1730
6,Fire,1,2,2,4,1384
16,Special Service,2,2,2,5,1730
17,Fire,2,2,2,3,1038
18,Fire,2,3,3,3,1038
18,Fire,1,2,6,14,4844
5,False Alarm,5,5,5,3,1038
7,Special Service,1,1,1,3,1038
19,False Alarm,1,2,2,3,1038
6,Fire,2,2,2,4,1384
12,Fire,2,2,2,3,1038
12,Special Service,2,2,2,3,1038
10,False Alarm,5,5,5,3,1038
17,Special Service,2,2,2,3,1038
21,Fire,6,6,6,3,1038
23,False Alarm,3,4,4,6,2076
8,Special Service,2,2,2,5,1730
19,Fire,4,5,5,3,1038
19,Special Service,1,1,1,3,1038
18,Fire,2,2,2,4,1384
18,Fire,2,2,2,4,1384
13,Special Service,1,1,1,3,1038
20,False Alarm,3,5,5,3,1038
21,Special Service,1,2,2,3,1038
9,False Alarm,5,6,6,3,1038
17,Fire,1,2,2,6,2076
9,Fire,6,6,6,12,4152
9,Special Service,2,2,2,3,1038
22,Special Service,1,1,1,3,1038
12,False Alarm,2,2,2,3,1038
17,False Alarm,5,5,5,3,1038
18,Special Service,1,1,3,9,3114
14,Special Service,1,1,2,3,1038
8,Fire,1,2,2,3,1038
10,Special Service,2,2,3,8,2768
1,False Alarm,4,5,5,3,1038
9,Special Service,2,3,3,3,1038
22,Fire,2,2,2,3,1038
9,Fire,2,2,2,3,1038
2,Fire,1,2,2,6,2076
21,Fire,4,4,5,11,3806
8,Special Service,1,1,1,4,1384
17,Special Service,2,3,3,3,1038
14,Fire,3,5,7,13,4498
16,False Alarm,2,2,2,3,1038
10,Fire,2,2,9,18,6228
11,False Alarm,4,5,5,3,1038
10,Special Service,1,1,2,4,1384
19,Fire,5,5,5,6,2076
19,Fire,2,3,8,16,5536
5,Fire,1,2,5,10,3460
7,Fire,2,2,4,5,1730
0,Fire,2,2,3,7,2422
0,Fire,2,4,4,7,2422
13,Fire,1,1,3,4,1384
19,Special Service,2,2,2,3,1038
20,Special Service,3,3,3,3,1038
16,Special Service,2,2,2,3,1038
9,Fire,5,5,5,3,1038
14,Fire,1,2,4,7,2422
14,Special Service,1,1,1,3,1038
5,Fire,2,2,2,3,1038
2,False Alarm,3,5,5,3,1038
12,Fire,2,2,2,3,1038
15,Fire,4,4,4,5,1730
20,Special Service,1,1,1,3,1038
13,False Alarm,5,5,5,4,1384
10,Special Service,1,1,1,3,1038
22,Special Service,2,2,2,3,1038
22,False Alarm,4,6,6,3,1038
2,False Alarm,2,3,3,3,1038
15,Special Service,1,2,4,7,2422
10,Fire,2,2,5,10,3460
19,Fire,3,5,5,6,2076
21,Special Service,1,2,2,3,1038
10,False Alarm,3,5,5,3,1038
2,False Alarm,4,5,5,3,1038
9,Fire,1,2,2,3,1038
22,Special Service,1,1,2,3,1038
14,Fire,2,4,4,5,1730
10,Fire,1,2,2,3,1038
13,Special Service,1,1,2,4,1384
18,False Alarm,1,2,2,3,1038
13,False Alarm,1,2,2,3,1038
12,False Alarm,5,5,5,4,1384
21,False Alarm,4,5,5,3,1038
22,Fire,2,3,3,6,2076
15,Special Service,1,1,2,4,1384
13,Special Service,2,2,2,3,1038
16,Fire,2,3,3,3,1038
6,Fire,3,3,6,16,5536
8,Fire,3,3,4,7,2422
4,Special Service,2,2,2,3,1038
20,Fire,1,2,4,9,3114
20,Fire,2,3,5,13,4498
15,Fire,1,2,2,5,1730
20,False Alarm,4,5,5,3,1038
1,Special Service,4,6,6,5,1730
1,Special Service,1,2,2,3,1038
18,Fire,1,2,3,4,1384
15,Fire,5,5,5,9,3114
2,False Alarm,2,3,3,3,1038
6,Special Service,1,1,2,3,1038
2,Fire,1,2,2,3,1038
11,Fire,3,4,4,4,1384
10,Fire,1,2,2,3,1038
18,False Alarm,4,5,5,3,1038
13,Special Service,1,1,3,12,4152
7,Special Service,2,2,2,4,1384
9,False Alarm,4,5,5,4,1384
12,Special Service,2,2,3,3,1038
22,Fire,1,2,2,3,1038
9,Fire,1,2,2,3,1038
0,Fire,1,2,2,5,1730
3,Fire,2,2,2,4,1384
17,Special Service,1,2,2,3,1038
18,Special Service,1,2,2,3,1038
1,Fire,4,5,5,4,1384
21,Fire,1,2,2,3,1038
12,Fire,3,5,5,3,1038
23,Special Service,1,2,2,3,1038
6,Special Service,2,2,37,151,52246
19,Special Service,2,2,2,3,1038
9,Fire,1,2,2,3,1038
20,Special Service,1,1,1,4,1384
21,Fire,2,3,3,5,1730
23,False Alarm,5,5,5,3,1038
17,Fire,2,3,5,9,3114
8,Fire,2,2,2,4,1384
23,False Alarm,4,5,5,3,1038
13,Special Service,1,1,1,3,1038
20,Special Service,1,2,2,3,1038
18,Fire,3,3,3,3,1038
18,Fire,4,5,5,4,1384
11,Special Service,2,3,3,6,2076
12,Special Service,1,1,1,3,1038
13,Special Service,1,1,1,3,1038
11,Fire,2,3,3,3,1038
17,False Alarm,4,5,5,3,1038
21,Special Service,1,1,1,3,1038
9,Special Service,2,2,2,3,1038
16,Fire,1,2,2,6,2076
12,Fire,5,5,5,3,1038
7,Fire,1,2,2,5,1730
22,Special Service,1,1,1,3,1038
20,Special Service,1,1,1,3,1038
13,Fire,2,2,3,8,2768
19,Special Service,1,1,2,4,1384
20,Special Service,2,2,2,3,1038
17,Fire,4,4,4,5,1730
13,Fire,2,3,3,3,1038
17,Special Service,1,2,2,4,1384
23,False Alarm,3,5,5,3,1038
23,Special Service,2,3,3,4,1384
19,Special Service,1,1,1,3,1038
13,Fire,2,2,2,3,1038
23,Fire,3,5,5,5,1730
19,Special Service,2,2,2,3,1038
4,Special Service,1,1,1,3,1038
16,False Alarm,4,5,5,3,1038
15,Fire,4,5,5,3,1038
15,Fire,1,1,1,3,1038
9,Special Service,1,1,1,3,1038
19,False Alarm,5,5,5,3,1038
9,Fire,2,2,2,3,1038
5,False Alarm,3,6,6,3,1038
16,Fire,1,2,2,3,1038
13,Fire,2,2,2,3,1038
14,Fire,2,3,3,4,1384
21,Fire,1,1,1,3,1038
8,Special Service,2,2,2,3,1038
7,Special Service,1,1,3,11,3806
20,Fire,1,2,2,3,1038
6,False Alarm,4,5,5,4,1384
12,Fire,4,4,5,13,4498
15,Fire,6,7,8,13,4498
17,Special Service,1,1,1,4,1384
22,Fire,1,2,2,4,1384
14,Fire,2,2,6,11,3806
14,Special Service,2,2,2,3,1038
5,False Alarm,3,4,4,3,1038
20,Special Service,2,2,2,4,1384
16,Special Service,1,2,2,3,1038
22,Fire,2,2,2,4,1384
14,Fire,2,2,2,4,1384
10,False Alarm,1,2,2,3,1038
14,Fire,2,3,3,3,1038
15,Special Service,1,1,1,3,1038
16,Fire,3,4,5,13,4498
17,Special Service,1,1,1,3,1038
0,Special Service,1,1,2,6,2076
17,Fire,1,2,7,13,4498
17,False Alarm,1,2,2,3,1038
9,False Alarm,2,2,2,4,1384
20,Fire,2,2,2,3,1038
18,Fire,1,2,2,6,2076
16,Fire,4,5,5,5,1730
3,Special Service,1,1,2,3,1038
18,Fire,2,2,2,3,1038
0,Fire,2,3,4,5,1730
17,Fire,3,4,12,36,12456
23,Special Service,2,2,2,4,1384
9,False Alarm,5,5,5,4,1384
18,Fire,1,2,6,20,6920
23,Special Service,2,2,2,4,1384
13,Fire,2,2,3,8,2768
20,Special Service,2,2,2,3,1038
12,False Alarm,5,5,5,3,1038
16,Special Service,2,2,2,3,1038
16,Fire,1,2,3,8,2768
13,Fire,5,5,5,3,1038
14,Special Service,1,2,2,4,1384
22,Special Service,1,1,2,4,1384
0,Special Service,2,2,2,3,1038
10,Fire,1,2,2,3,1038
14,Fire,2,2,2,3,1038
8,Fire,2,2,4,7,2422
15,Fire,1,2,3,4,1384
11,Fire,1,2,2,4,1384
13,Fire,1,1,2,4,1384
18,Fire,2,3,3,6,2076
18,Fire,4,5,5,4,1384
18,Special Service,1,2,2,3,1038
17,False Alarm,3,5,5,3,1038
19,Fire,6,8,11,16,5536
22,Fire,2,3,3,3,1038
17,Fire,2,3,3,3,1038
15,Fire,3,5,5,3,1038
13,False Alarm,4,5,5,3,1038
13,False Alarm,5,5,5,4,1384
2,Special Service,1,2,2,3,1038
16,False Alarm,4,5,5,3,1038
11,Fire,1,2,2,4,1384
0,Fire,2,2,4,4,1384
2,Fire,2,2,3,9,3114
7,Fire,4,4,8,27,9342
13,False Alarm,4,4,5,3,1038
11,Fire,1,2,2,3,1038
19,False Alarm,4,5,5,3,1038
15,Fire,2,2,2,5,1730
21,Special Service,1,1,1,3,1038
18,Fire,2,2,2,3,1038
11,Special Service,1,1,1,3,1038
23,Special Service,1,1,1,3,1038
19,False Alarm,5,5,5,3,1038
1,Fire,1,2,2,6,2076
14,Fire,5,5,5,4,1384
7,Fire,1,2,3,8,2768
23,Fire,2,2,2,3,1038
7,False Alarm,4,5,5,3,1038
15,Special Service,1,1,1,3,1038
0,Special Service,1,1,1,3,1038
10,Special Service,1,1,1,3,1038
16,Fire,7,7,9,14,4844
13,False Alarm,6,6,6,3,1038
17,Fire,3,3,3,10,3460
19,Special Service,1,1,1,3,1038
22,Fire,3,4,4,3,1038
20,Fire,2,2,2,3,1038
15,Special Service,2,2,2,3,1038
17,Fire,2,2,2,3,1038
15,Fire,2,2,6,14,4844
19,Fire,3,3,3,4,1384
18,Special Service,2,2,2,3,1038
23,False Alarm,4,5,5,4,1384
19,Special Service,2,2,3,5,1730
14,Special Service,2,2,2,5,1730
23,Fire,2,2,2,3,1038
8,Fire,2,4,4,3,1038
5,Special Service,1,2,2,5,1730
1,Fire,2,3,16,46,15916
16,Fire,2,4,6,13,4498
23,Fire,3,3,3,6,2076
0,Fire,1,2,2,3,1038
0,Special Service,1,1,1,4,1384
18,Fire,1,2,2,3,1038
1,Fire,4,5,11,28,9688
19,Fire,2,2,3,6,2076
9,Fire,2,2,2,3,1038
22,False Alarm,4,5,5,3,1038
13,Fire,2,2,2,3,1038
1,Fire,1,2,2,3,1038
15,Fire,4,4,11,22,7612
19,Special Service,2,2,2,3,1038
18,False Alarm,1,2,3,3,1038
7,False Alarm,3,5,5,3,1038
14,False Alarm,5,5,5,5,1730
16,Fire,2,2,2,3,1038
16,Fire,1,1,2,6,2076
21,False Alarm,4,5,5,3,1038
18,Special Service,2,2,2,3,1038
21,Fire,4,5,5,3,1038
2,Fire,2,4,4,4,1384
23,Fire,4,5,5,5,1730
9,Fire,2,2,3,4,1384
11,Special Service,1,1,1,4,1384
2,False Alarm,4,5,5,3,1038
20,Fire,2,2,3,4,1384
18,Special Service,1,2,2,4,1384
18,Special Service,4,5,5,3,1038
2,False Alarm,1,2,2,3,1038
3,False Alarm,3,5,5,3,1038
17,Special Service,1,1,1,5,1730
1,Fire,4,5,6,9,3114
18,Special Service,3,3,3,5,1730
20,Fire,4,5,5,7,2422
17,Fire,1,2,2,3,1038
19,Special Service,1,2,2,3,1038
8,Fire,2,2,2,3,1038
23,Fire,2,2,2,4,1384
19,Fire,2,3,3,3,1038
8,Special Service,2,2,2,3,1038
23,Special Service,2,3,3,3,1038
13,Fire,2,2,2,3,1038
12,Fire,5,6,8,25,8650
22,False Alarm,4,5,5,7,2422
22,Fire,2,3,3,6,2076
0,Fire,7,8,26,87,30102
2,False Alarm,3,5,5,3,1038
16,Fire,2,3,3,3,1038
7,Fire,1,1,2,5,1730
16,Special Service,1,1,2,3,1038
21,Fire,4,5,5,7,2422
13,Fire,1,2,2,4,1384
17,False Alarm,5,5,5,4,1384
18,Special Service,2,2,2,3,1038
21,Special Service,1,1,2,4,1384
5,Special Service,1,2,2,3,1038
3,Fire,2,2,8,23,7958
14,Fire,2,2,2,3,1038
11,Fire,3,3,3,4,1384
15,Special Service,2,2,2,3,1038
15,False Alarm,4,5,5,4,1384
14,Fire,4,5,5,4,1384
22,Special Service,1,1,1,3,1038
16,False Alarm,5,5,5,3,1038
17,Fire,1,1,1,3,1038
3,Fire,4,5,5,9,3114
3,False Alarm,1,1,4,3,1038
5,Fire,2,3,3,3,1038
3,Fire,3,3,6,19,6574
9,Fire,1,2,8,21,7266
20,Fire,1,2,2,3,1038
22,Fire,3,4,6,17,5882
7,Fire,2,2,6,8,2768
23,Special Service,2,2,2,4,1384
15,Fire,4,6,7,13,4498
15,Fire,2,2,2,3,1038
20,Fire,2,2,2,5,1730
15,Fire,1,1,5,3,1038
9,False Alarm,1,2,2,3,1038
18,Fire,4,5,5,3,1038
20,Special Service,1,2,2,3,1038
16,Special Service,1,2,2,3,1038
10,Fire,4,4,4,8,2768
0,Fire,2,2,2,4,1384
19,False Alarm,3,5,5,3,1038
13,Fire,2,2,5,12,4152
20,False Alarm,4,5,5,5,1730
12,Special Service,1,2,2,3,1038
10,False Alarm,1,2,2,3,1038
3,Fire,3,4,5,9,3114
15,Fire,2,4,4,7,2422
20,Fire,1,2,4,8,2768
23,Fire,2,2,2,3,1038
19,Special Service,1,2,3,6,2076
7,Special Service,1,2,2,4,1384
12,Special Service,1,1,2,4,1384
18,Fire,2,2,2,3,1038
14,Fire,1,2,2,4,1384
11,Special Service,2,2,2,4,1384
17,Fire,1,1,1,3,1038
13,Special Service,1,2,2,3,1038
17,Fire,2,3,3,3,1038
5,Special Service,1,1,2,5,1730
12,Fire,2,2,2,3,1038
17,Fire,1,1,1,3,1038
8,Fire,2,2,2,3,1038
7,Fire,3,3,5,6,2076
10,Special Service,2,2,2,4,1384
17,Fire,1,2,2,5,1730
20,False Alarm,3,5,5,3,1038
22,False Alarm,1,2,2,3,1038
23,Special Service,1,2,2,3,1038
13,False Alarm,5,5,5,3,1038
1,Special Service,1,1,2,6,2076
11,Special Service,1,1,1,3,1038
17,Fire,1,3,6,12,4152
19,Fire,5,5,11,23,7958
16,Special Service,1,1,2,3,1038
18,False Alarm,1,2,2,4,1384
15,Fire,2,2,3,4,1384
21,Special Service,1,2,2,3,1038
0,Fire,1,2,2,3,1038
11,Special Service,2,2,2,3,1038
20,False Alarm,5,5,5,3,1038
14,False Alarm,4,5,5,4,1384
11,Fire,2,2,5,12,4152
3,Fire,5,5,5,3,1038
18,Fire,1,2,2,3,1038
19,False Alarm,2,3,3,3,1038
13,Fire,4,5,8,13,4498
14,False Alarm,5,5,5,4,1384
7,Special Service,1,1,1,3,1038
16,False Alarm,3,5,5,3,1038
13,Special Service,1,1,2,7,2422
12,False Alarm,4,5,5,3,1038
0,Fire,1,2,2,4,1384
22,Fire,1,2,2,6,2076
4,Fire,1,2,7,23,7958
6,Fire,3,3,3,4,1384
11,Special Service,2,2,2,3,1038
19,Fire,1,2,2,3,1038
14,Fire,2,2,2,3,1038
18,Fire,4,4,4,4,1384
22,Fire,1,2,2,3,1038
18,Fire,2,2,2,4,1384
11,Special Service,1,1,1,3,1038
16,Special Service,2,2,2,3,1038
12,Fire,4,4,4,3,1038
6,Fire,1,1,1,3,1038
23,Fire,2,2,6,15,5190
5,Fire,1,2,19,53,18338
17,Fire,2,2,3,6,2076
19,False Alarm,4,5,5,3,1038
19,Fire,4,5,5,3,1038
7,Fire,1,2,11,28,9688
19,Fire,1,2,2,4,1384
15,Special Service,2,3,3,5,1730
11,False Alarm,4,5,5,3,1038
9,Fire,4,5,5,5,1730
9,Special Service,1,1,1,3,1038
16,Special Service,2,2,2,5,1730
13,Special Service,1,1,1,3,1038
15,Fire,1,2,2,5,1730
21,Fire,1,2,5,12,4152
12,Special Service,1,1,2,7,2422
16,False Alarm,4,5,5,3,1038
19,Special Service,1,1,1,3,1038
0,Fire,2,2,2,3,1038
13,Fire,4,5,5,4,1384
7,Fire,3,4,8,20,6920
12,Fire,2,3,3,3,1038
7,Fire,2,2,2,5,1730
5,Fire,2,2,8,22,7612
8,False Alarm,1,2,2,3,1038
4,Fire,2,2,7,15,5190
2,False Alarm,2,3,3,3,1038
12,Special Service,2,2,2,3,1038
12,False Alarm,4,5,5,3,1038
14,Special Service,2,2,2,3,1038
17,Fire,3,4,4,3,1038
23,Special Service,1,1,1,3,1038
12,Fire,2,2,6,9,3114
1,False Alarm,4,5,5,8,2768
6,Special Service,2,2,2,3,1038
23,Special Service,3,3,3,4,1384
5,Special Service,3,3,4,7,2422
1,Fire,3,3,3,6,2076
1,False Alarm,1,2,2,3,1038
10,Special Service,1,1,1,3,1038
2,Special Service,2,2,2,4,1384
0,False Alarm,2,3,3,3,1038
9,Fire,1,2,2,3,1038
23,Fire,1,2,12,26,8996
13,Fire,5,6,6,3,1038
22,Fire,2,3,3,3,1038
23,Fire,2,2,2,6,2076
12,Special Service,2,2,2,3,1038
10,Fire,2,2,2,3,1038
13,Fire,2,2,5,10,3460
20,Special Service,1,1,1,3,1038
18,Fire,3,4,17,53,18338
2,Special Service,1,1,1,3,1038
13,Special Service,1,2,2,4,1384
21,False Alarm,2,3,3,3,1038
12,Special Service,2,2,2,3,1038
16,False Alarm,2,2,2,5,1730
17,False Alarm,2,3,3,3,1038
8,False Alarm,3,5,5,4,1384
2,Fire,1,2,4,8,2768
17,Fire,1,2,3,7,2422
0,Special Service,2,2,2,3,1038
10,Special Service,2,2,2,4,1384
4,Fire,2,2,6,17,5882
10,Fire,2,2,3,8,2768
15,Fire,2,2,4,7,2422
16,Special Service,2,2,2,4,1384
17,Special Service,1,1,2,4,1384
18,Fire,1,2,2,5,1730
17,Special Service,1,1,1,4,1384
6,Fire,1,2,3,11,3806
13,Fire,4,5,5,3,1038
11,Special Service,2,2,2,5,1730
1,Fire,2,3,4,5,1730
14,Fire,1,2,2,3,1038
23,Special Service,1,1,1,3,1038
22,False Alarm,5,5,5,4,1384
18,Fire,2,3,3,3,1038
20,Special Service,1,2,2,4,1384
1,False Alarm,2,3,3,3,1038
16,Fire,2,3,3,3,1038
12,Fire,4,5,5,4,1384
17,Special Service,1,1,2,8,2768
14,Special Service,1,1,2,5,1730
11,Fire,1,2,2,3,1038
13,Special Service,2,2,2,6,2076
11,Fire,2,2,4,9,3114
8,Fire,1,2,7,13,4498
1,Special Service,1,1,2,4,1384
3,Fire,3,4,4,5,1730
21,Fire,1,2,2,5,1730
15,Special Service,1,2,2,4,1384
11,Special Service,1,1,2,5,1730
2,Special Service,2,2,2,4,1384
8,Fire,1,1,1,3,1038
23,False Alarm,4,5,5,3,1038
12,Fire,1,2,3,6,2076
12,Special Service,1,1,1,3,1038
23,Special Service,1,1,2,6,2076
17,Special Service,1,1,2,5,1730
17,Special Service,2,2,2,4,1384
4,Fire,2,3,3,5,1730
9,Special Service,1,2,2,3,1038
16,Fire,2,2,2,3,1038
9,Fire,6,8,8,3,1038
4,Fire,2,2,2,7,2422
11,Fire,4,4,5,9,3114
21,Fire,2,2,2,5,1730
4,False Alarm,3,5,5,3,1038
17,Fire,2,2,2,5,1730
16,Fire,2,4,4,5,1730
12,False Alarm,1,1,1,3,1038
16,False Alarm,3,5,5,3,1038
16,Special Service,2,3,3,8,2768
11,Special Service,3,3,3,3,1038
21,Special Service,1,2,2,3,1038
16,False Alarm,5,5,5,4,1384
15,Fire,1,2,2,5,1730
19,Fire,2,2,2,4,1384
12,Special Service,2,2,2,3,1038
6,Fire,2,2,2,5,1730
18,Fire,1,2,4,9,3114
15,Special Service,2,2,2,3,1038
15,Fire,3,5,5,4,1384
13,Fire,5,5,5,6,2076
3,Fire,1,2,2,3,1038
19,Special Service,1,1,2,4,1384
13,Fire,1,2,2,3,1038
19,False Alarm,2,2,2,3,1038
11,Fire,2,2,3,5,1730
20,Fire,2,2,2,4,1384
12,False Alarm,5,5,5,3,1038
11,Special Service,2,2,2,3,1038
8,False Alarm,5,5,5,3,1038
16,Fire,2,2,4,4,1384
12,Special Service,1,1,1,3,1038
6,False Alarm,1,1,1,3,1038
2,Fire,4,4,4,3,1038
7,Fire,3,4,4,3,1038
1,Special Service,1,2,2,3,1038
20,Special Service,2,2,2,4,1384
18,Fire,2,2,3,6,2076
0,Fire,2,3,3,6,2076
11,Special Service,1,2,2,3,1038
10,Fire,3,4,4,3,1038
2,False Alarm,2,3,3,3,1038
1,Fire,2,2,2,5,1730
3,Special Service,1,2,2,3,1038
18,False Alarm,5,5,5,3,1038
8,False Alarm,1,2,2,3,1038
10,Special Service,1,1,3,8,2768
17,Fire,3,5,5,3,1038
17,Fire,5,5,5,3,1038
19,Fire,2,3,3,3,1038
17,False Alarm,2,2,2,3,1038
18,False Alarm,2,2,2,3,1038
15,False Alarm,2,2,2,3,1038
8,Fire,2,2,2,3,1038
13,Special Service,1,1,1,3,1038
11,Special Service,1,1,2,8,2768
20,Fire,2,3,4,4,1384
7,Fire,1,2,2,4,1384
2,Fire,2,2,5,9,3114
1,Fire,2,3,3,3,1038
5,Fire,2,3,3,6,2076
22,Fire,3,3,3,4,1384
19,False Alarm,4,5,5,3,1038
16,Fire,2,2,2,5,1730
19,False Alarm,5,5,5,3,1038
18,False Alarm,4,5,6,3,1038
8,False Alarm,5,5,5,4,1384
17,False Alarm,4,5,5,3,1038
12,Special Service,1,1,1,3,1038
14,Fire,1,2,2,4,1384
12,False Alarm,1,2,2,3,1038
10,False Alarm,1,2,2,4,1384
10,Fire,1,2,2,3,1038
20,Fire,2,2,2,3,1038
20,Special Service,1,1,1,3,1038
15,Special Service,1,1,1,3,1038
9,False Alarm,2,2,2,3,1038
